name,match_format,points_for_win,points_for_tie,points_for_no_result,points_for_abandonment,points_for_loss,has_standings,uses_net_run_rate,include_knockout_matches_in_table,table_sort_order,balls_per_innings,wickets_per_innings,balls_per_rate_unit,combine_gender_tables,ties_may_stand,tie_break_winner_allowed,revised_targets_allowed,points_for_draw,scheduled_days,follow_on_allowed,follow_on_lead,declarations_allowed,forfeitures_allowed
Test Match,Test,12,6,0,0,0,0,0,0,"points,wins,name",1,10,6,0,1,0,0,4,5,1,200,1,1
